[-300.0, -1207.0, -1512.0, -1325.0, -5111.0, -1486.0, -1266.0, -3972.0, -2418.0, -2250.0, -1156.0, -2007.0, -2202.0, -3200.0, -4247.0, -2232.0]
[-275.0, -300.0, -428.0, -1115.0, -2238.0, -2901.0, -1322.0, -1276.0, -1117.0, -1910.0, -1046.0, -2131.0, -1400.0, -2372.0, -1006.0, -564.0]
[-229.0, -275.0, -1414.0, -2232.0, -1313.0, -1122.0, -439.0, -1406.0, -1024.0, -1147.0, -1313.0, -1525.0, -300.0, -450.0, -297.0, -1209.0]
[-227.0, -229.0, -2142.0, -1046.0, -240.0, -387.0, -384.0, -2427.0, -1452.0, -1141.0, -428.0, -2205.0, -275.0, -2193.0, -376.0, -1322.0]
[-222.0, -227.0, -1365.0, -1335.0, -397.0, -243.0, -1229.0, -379.0, -379.0, -1176.0, -229.0, -1282.0, -1015.0, -242.0, -1441.0, -1026.0]
[-227.0, -222.0, -248.0, -1495.0, -1210.0, -955.0, -287.0, -2056.0, -428.0, -229.0, -254.0, -253.0, -1028.0, -1221.0, -385.0, -399.0]
[-187.0, -191.0, -206.0, -373.0, -241.0, -1242.0, -222.0, -265.0, -1234.0, -201.0, -242.0, -425.0, -387.0, -2355.0, -207.0, -636.0]
[-176.0, -186.0, -1260.0, -191.0, -1269.0, -198.0, -1024.0, -1256.0, -187.0, -1058.0, -271.0, -222.0, -202.0, -2173.0, -212.0, -212.0]
[-175.0, -80.0, -186.0, -196.0, -1302.0, -198.0, -1441.0, -176.0, -1287.0, -222.0, -1017.0, -202.0, -186.0, -201.0, -196.0, -1071.0]
[-45.0, -44.0, -175.0, -187.0, -211.0, -206.0, -1197.0, -246.0, -2027.0, -185.0, -1184.0, -1219.0, -424.0, -186.0, -80.0, -187.0]
[-33.0, -44.0, -54.0, -54.0, -1266.0, -1229.0, -1188.0, -197.0, -253.0, -185.0, -455.0, -366.0, -196.0, -2162.0, -45.0, -54.0]
[-44.0, -33.0, -2087.0, -63.0, -66.0, -1184.0, -1230.0, -2802.0, -62.0, -1062.0, -259.0, -44.0, -197.0, -895.0, -55.0, -62.0]
[-44.0, -33.0, -1095.0, -53.0, -123.0, -1285.0, -2090.0, -74.0, -72.0, -1399.0, -1222.0, -929.0, -54.0, -54.0, -54.0, -164.0]
